28 705,5;94 129,6;122,5;1 781,9;85 041,3;17 983,4;613,8;
28 705,5;94 129,6;122,5;1 781,9;85 041,3;17 983,4;613,8;
28 705,5;94 129,6;122,5;1 781,9;85 041,3;17 983,4;613,8;
